"761,0209cdf3131130ed,""""""  WILL MY MOTHERFUCKING SAFETY BE GUARANTEED???? I FUCKING HOPE SO!!! I'M BRINGING MY OWN FUCKIN' WEAPONS!! PAY ME WHEN I GET BACK MOTHERFUCKERS!!!  OH YEAH I'VE GOT A JOKE...A FAMILY (HUSBAND, WIFE, SON, DAUGHTER, DOG) WALKS INTO AN AGENT'S OFFICE AND TELLS HIM THAT THEY'VE GOT A GREAT VAUDEVILLE ROUTINE...HE SAYS """"""""WE DON'T HIRE KIDDY ACTS"""""""" AND THEY SAY """"""""BUT WE'RE REALLY GOOD!"""""""" AND SO THE AGENT SAYS """"""""FINE, LET ME SEE WHAT YOU'VE GOT, BUT IF YOU SUCK I'M THROWING YOU OUT""""""""...SO THE FAMILY GETS READY...THE DAUGHTER HITS THE CD PLAYER AND CIRCUS MUSIC BEGINS PLAYING, THE FATHER JUMP KICKS THE SON IN THE HEAD AND STOMS HIS FACE IN THE GROUND UNTIL IT'S A BLOODY PULP, THEN PROCEEDS TO JERK OFF AND CUM ALL OVER HIS SHATTERED SKULL.  MEANWHILE THE MOTHER BEGINS VIOLENTLY FINGER FUCKING THE DAUGHTER AS THE DOG FUCKS THE MOTHER IN THE ASS HOLE.  THIS IS THE POINT WHEN THE FATHER TAKES THE LEFTOVER BRAIN MATTER FROM THE SON'S HEAD AND SHOVES IT INTO THE MOTHER'S PUSSY, THEN BEGINS FUCKING HER PUSSY WHILE SIMULTANEOUSLY STICKING HIS FINGER DOWN THE DAUGHTER'S THROAT UNTIL SHE VOMITS ALL OVER THEM BOTH.  THEN THE DOG BITES THE MOTHER'S HAND OFF AS SHE'S FINGER FUCKING THE DAUGHTER, LEAVING HER HAND IN THE DAUGHTER'S PUSSY AS BLOOD SQUIRTS ALL OVER THE PLACE...THE FATHER TAKES BLOOD FROM THE GROUND, SMEARS IT ALL OVER THE MOTHER'S CHEST, BENDS OVER, AND BEGINS SHITTING ALL OVER THE OPEN WOUND WHERE HER HAND USED TO BE BEFORE THE DOG BIT IT OFF.  THEY TAKE THE DOG AND SHOVE IT IN A MICROWAVE, HEATING IT UP UNTIL IT EXPLODES, THEN TAKE THE DOG REMAINS, MIX IT WITH THE FATHER'S SHIT, THE SON'S HEAD WOUND, AND THE FATHER'S CUM, AND SHOVE IT INTO THE DAUGHTER'S MOUTH.  THEN THE FATHER RIPS THE SON'S DICK OFF AND FUCKS THE DAUGHTER WITH IT, AS THE MOTHER LOCATE'S THE SON'S TESTICLES, BREAKS THEM OPEN, AND DRINKS THE SPERM THAT COMES OUT.  THEN THE FAMILY LINES UP AND SAYS """"""""TA DA!""""""""...THERE'S SILENCE FROM THE AGENT, UNTIL HE FINALLY SAYS """"""""I LOVE IT!  WHAT DO YOU CALL THAT?""""""""...AND THE FAMILY SAYS """"""""WE CALL IT...THE ARISTOCRATS!"""""""""""""",1,1,1,0,1,0";;;;;;;;
"802,02230885017a50c5,""Fuck you, Smith. Please have me notified when you die. I want to dance on your grave."",1,0,1,1,1,0";;;;;;;;
"806,022509df20736807,""I shit on your face ";;;;;;;;
;;;;;;;;
"fuck you"",1,0,1,0,1,0";;;;;;;;
"807,02266b7fc5746618,""You are ";;;;;;;;
;;;;;;;;
"so retarded."",1,0,0,0,1,0";;;;;;;;
"815,022af9360c61f05f,""Groin ";;;;;;;;
;;;;;;;;
"You sad fuck. I'm going to restore my edit, and you are going to leave it, or else I wil knee you in the groin yourself, prick. 91.108.208.101"",1,0,1,0,1,0";;;;;;;;
"817,022c678ddddb54fd,""Video Game ";;;;;;;;
;;;;;;;;
"For pete sake if I see that false video game article one more time, I'll throw a cat out of the window, whoever you are, stop it now, it isn't funny or clever, you are just making a moron out of yourself and I bet that was the same person who changed the test card date too."",1,0,0,0,0,0";;;;;;;;
827,023d01990e18a4da,HE LIKES ITIN THE ASS BY MUHAMAD ALI AND KELLY HAS A GIANT PENIS AND ALSO FUCKED COLUMBUS,1,0,1,0,1,0;;;;;;;;
830,024145ecee609f08,Just shut up and stay shut. Don't edit anymore,1,0,0,0,0,0;;;;;;;;
852,0251ad80bf585093,P.S. Are you a /b/tard?,1,0,0,0,0,0;;;;;;;;
"853,0254d9e57a36fc64,""Ohhh I'm sorry did I hurt your little feelings? ";;;;;;;;
;;;;;;;;
Let's all shed a couple tears together. ;;;;;;;;
"LOL What a joke. I bet you feel pretty important, pathetic little wikipedia volunteer. Have fun living in your mother's basement drawing comic books, lowlife."",1,0,0,0,0,0";;;;;;;;
877,0265bcade39daa25,Fuck off you murdering scum!!!,1,0,1,0,1,0;;;;;;;;
"884,026a530134212936,""""""";;;;;;;;
;;;;;;;;
 I TAKE OFFENSE! ;;;;;;;;
;;;;;;;;
"I take great offense that some pompous, sanctimonious twit thinks that no one should be allowed to express appreciation for women like the Gibson Girl as the """"""""fine-featured"""""""" and """"""""achingly beautiful"""""""" creatures that they are.  ";;;;;;;;
;;;;;;;;
"I don't know what kind of totalitarian feminazi dystopian agenda you are trying to foist on people, but don't do it here!  This encyclopedia is based on free speech and a free exchange of information, not bogus political correctness and schoolmarmish thought-policing.  I'll take a Gibson Girl over you anyday!"""""",1,0,0,0,0,0";;;;;;;;
"887,026bd33490542b2e,""you gay motherfucker i know where you live,i am going to sand your face off,then i am to going to beat you to a pulp,you chicken shagger."",1,1,1,0,1,1";;;;;;;;
888,026c765adda9c0ce,. Ok Dennis Brown thanks for telling me I was taking this a bit way too serious ill be careful for this time stupid bots.,1,0,0,0,1,0;;;;;;;;
"925,028b33a01b981487,""Wikipedia is full of fools. Who takes money and makes people work for free?  Wikipedia!!! You might as well ban me, you fool. What's taking so long? Wiki is a stupid place, it's Jimbo's Cult."",1,0,0,0,1,0";;;;;;;;
"931,028f5b635f7fa2dc,""Why are you changing the SOMALI PEOPLE WIKI????????????????????/ ";;;;;;;;
;;;;;;;;
SERIOUSLY????????? THAT PAGE IS BIASED TO ONE CLAN, I ADDED A MORE DIVERSE REPRESENTATION OF SOMALI PEOPLE!;;;;;;;;
;;;;;;;;
"YOU STUPID CRIMINAL."",1,0,0,0,1,0";;;;;;;;
"934,0291735c70214907,""Transistor  ";;;;;;;;
;;;;;;;;
The transistor page does not have a Principle of Operation section, because ;;;;;;;;
;;;;;;;;
a)the physicists know about it but don't want to share it;;;;;;;;
b)they just don't know how it works;;;;;;;;
;;;;;;;;
I was thinking about it and came up with a fairly decent concept of how it works, I put it on WIKI, I think the guys got jealous, and here I am, discussing pretty much nothing. ;;;;;;;;
;;;;;;;;
"PS: and my language is pathetic, you naughty naughty boy,..I'll eat you...:)))"",1,0,0,0,0,0";;;;;;;;
952,029dceed3519e371,you studid cock sucker u stop callin me ok its a frank Garrett eatin the worms crawl outa your moms pussy you fucking retardo hit I retardo,1,0,1,0,1,1;;;;;;;;
"957,02a1ac2c706d3306,""FisherQueen, would you kindly stop following my every move and deleting things off MY user page. Havent you got anything better to do than piss people off on Wikipedia."",1,0,0,0,0,0";;;;;;;;
"958,02a1d4b1ad3f5be0,""""""";;;;;;;;
;;;;;;;;
"So Jim Burton, child molesting faggot, I see you are still with us for yet another day, making a total buffoon out of yourself as usual.  I don't know what is sadder here - you, or the extreme hypocritical arrogance you show by lecturing the world about """"""""ethical principles"""""""" for your claimed """"""""rights"""""""" to abuse our children.  You have no ethical principles to save your life, but it's exactly as the Roman poet said, isn't it? """"""""the harlot doth always rebuke the chaste.""""""""  Will you ever drop dead, we might all breathe a little easier for our kids sake. You truly disgust me with every word you write.  """""",1,0,0,0,0,0";;;;;;;;
"965,02a4e52899344a88,""MILLINOS OF HUNJAN looking at hunjan template not just me other hunjan will fight back, your concept of art bull of shit!! 86.166.250.11   tharkarn and what waste man!"",1,0,0,0,0,0";;;;;;;;
971,02a98267cd4a2a73,. Fu ck ing trollreasons,1,0,1,0,1,0;;;;;;;;
"974,02aa3f827a4c7cd6,""""""";;;;;;;;
;;;;;;;;
 SR/CL: ;;;;;;;;
;;;;;;;;
U bud bin A-way. Like long time like time outa mind long.  Gooood shit but mo' latah an dat.  Soon az Ah gitz back heah sum a de brotherz 'n sistahs ;;;;;;;;
"sez """"""""Hance dead or alive?  We're about to send a Zion Ranger to check on his condition.""""""""  Ah sez """"""""Whoa! Led me gib him a holler.""""""""  Dis me hollerin Bro. ";;;;;;;;
De Zion Rangerz be dem dat do most a' de walkin tru wallz.  Not all but most. De wall walkin dude ain gonna do R Bro no harm, he jes be checkin.  ;;;;;;;;
EE-ben so a gentle remindah kum fuhst.  U be readin id. A leedle postin a dis 'n dat go down GOOD.  Doan fohget to cut sum ZZzz aftah a tad a postin. ;;;;;;;;
"Sleep good 'n doan fergit ta dream. Sumptin might kum jes ta BDH all wrapt roun wid delta wave 'n a kupla otha' carrierz what we diz-cuss lAtah. Chow, Bro."""""",1,0,0,0,0,0";;;;;;;;
"982,02afd99087d6cdc4,""Leave me alone! ";;;;;;;;
;;;;;;;;
"I told you already to leave me alone.why can't you fuck off and do your own fucking thing. Or do you find that hounding me is amusing. Id u do then you are a mothafuckin asshole and I will ban you."",1,0,1,0,1,0";;;;;;;;
"1003,02bbfc50f48fb9bd,""Take care not to believe your own bullshit, see On Bullshit.  99.184.231.227"",1,0,1,0,0,0";;;;;;;;
"1008,02c027c097aeda49,""You are wrong about everything ";;;;;;;;
;;;;;;;;
"but for too stupid to notice. You are a lost cause. Your existence is a blemish.137.205.183.70"",1,0,0,0,1,0";;;;;;;;
"1015,02c5be40edbd40cc,""WikiDon, STOP stalking me!"",1,0,0,0,0,0";;;;;;;;
"1017,02c6e41e4b317ac3,""WOULDN'T BE THE FIRST TIME BITCH. FUCK YOU I'LL FIND OUT WHERE YOU LIVE, SODOMIZE YOUR WIFE AND THEN BURN YOUR HOUSE DOWN. FUCK YOU YOU FUCKING QUEER."",1,1,1,1,1,1";;;;;;;;
"1023,02cbe8d8e800f936,""Where is the real vagina? ";;;;;;;;
;;;;;;;;
The real photo of vagina is gone!;;;;;;;;
;;;;;;;;
Would you mind if I make the new one?;;;;;;;;
;;;;;;;;
"The vagina picture is Indonesian's vagina. Do you love it?"",1,0,0,0,0,0";;;;;;;;
"1042,02d9d26320773709,""fuck you jzg ";;;;;;;;
;;;;;;;;
"i will have you removed as editor you stupid moron"",1,0,1,0,1,0";;;;;;;;
1045,02db639e00c7f4a8,You go away you loser. Way to standup for you boyfriend Blueboy96. Make me go away.,1,0,0,0,0,0;;;;;;;;
"1063,02e6fc74d370b880,""""""";;;;;;;;
" How about this """"""""GO FUCK YOURSELF."""""""""""""",1,0,1,0,1,0";;;;;;;;
1085,02f77830b4d71c0f,Whoever put a notices on my page. I will kill u,1,0,0,1,0,0;;;;;;;;
"1096,02fe38c6d10c97a5,""Get off your high horse, or block me."",1,0,0,0,0,0";;;;;;;;
"1116,03088aacc4600323,""Fuck you faggot, I don't care if i get blocked, as long as everyone knows you are a dumb cunt."",1,1,1,0,1,1";;;;;;;;
"1129,030ed098f411f8c7,""Cavorting with Heretics ";;;;;;;;
;;;;;;;;
"Fuck Heretics!!!"",1,1,1,0,1,0";;;;;;;;
"1130,030f383eb9168991,""Ha! ";;;;;;;;
;;;;;;;;
"There wasn't a BLP violation in the comments you oversited. I didn't call anyone anything. Your abuse of admin tools is pathetic and cowardly. Funny how I talk about fascists controlling the Gamergate article and you completely delete it from the history. You just proved my point. The one thing I DID do was link to the supposed death threat that Brianna Wu was peddling to the media, which proved it was a complete fiction. That's the problem you have - you don't want your anti-Gamergate lies being exposed."",1,0,0,0,0,0";;;;;;;;
"1149,031be7991d883341,""Hey, you freaking hermaphrodite. ";;;;;;;;
;;;;;;;;
Please unprotect your user page;" I would like to move it to a more suitable title or three."",1,0,0,0,1,1";;;;;;;
"1159,03222bc65ab17f08,""This is your Dad sam ";;;;;;;;
;;;;;;;;
I'm worried about you.;;;;;;;;
;;;;;;;;
"Worried that your cock wont fit in my ass anymore!, OMFK LOLZ HAHA I SAID PEEENIS GORF GORF GORF GORF"",1,0,1,0,0,0";;;;;;;;
"1165,0325d248b8875710,""""""";;;;;;;;
;;;;;;;;
"So threatening to try to have me banned for editing is fine, but when I suggest having your account deleted for constantly deleting entire paragraphs, completely ignoring Wikipedia's policies with regards to that, instead of tagging or editing, suddenly it's bullying? Nonsense and you know it, you're just trying to make me look bad by resorting to the """"""""you're a bully"""""""" nonsense. You have also not answered my question on which part is not neutral, despite my statement that I would edit it - you just deleted it again. Get over yourself. You do not own Wikipedia, the tags you've placed on your user page don't change that fact. You delete entire paragraphs for the sake of one word? I have occasionally made the mistake of putting a subjective word in an edit before, and someone has noticed - you know what they did? THEY EDITED IT! You have just admitted in writing that instead of editing paragraphs that you believe are not neutral, or marking them as such, you are deleting entire paragraphs against the policy of Wikipedia."""""",1,0,0,0,0,0";;;;;;;;
"1197,033d6574ecbbeb8e,""or any historical fact concerning current Armenia pertaining Wikiprojects. ";;;;;;;;
"Keep your pathetic winking marks to your antiturkish ass."",1,0,1,0,0,0";;;;;;;;
1219,0349653f81b942ba,What a joker you are. European parliament has no power to do anything. It is non binding because it is not serious and silly reports like that are not meant to be serious. what is more important is that we ruled your ancestors for centuries and trying to put negative images of turks in the turkey page is not going to change that. This is not a place for you to get your 'revenge'. Go and edit the golden dawn wikipedia because your ideas will only be welcome there.,1,0,0,0,0,0;;;;;;;;
"1226,034beefa865b5381,""i have a dick, its bigger than yours! hahaha"",1,1,1,0,0,0";;;;;;;;
1228,034cf319ae8fab24,watch out for user:xeno hell bite your dick off!!!!,1,0,1,0,0,0;;;;;;;;
"1232,0350c82d1f207e0e,""Bleh. I'm all out of ideas. Is there really something wrong with the server or what? The damn thing won't work for me, either Helvetica_font_new.svg (my upload of Segoe UI was actually a PNG to begin with...)"",0,0,1,0,0,0";;;;;;;;
"1244,0355b79cb7deea97,""is a common prostitute, a sock-puppet. I've done lots of edits, perhaps 3000, but the EB1911 project is now gone so it's only about 2000 edits. I can become foul-mouthed.  is your basic sock-puppet mouth-pervert pervert. C'est moi, FourthAve."",1,0,0,0,1,0";;;;;;;;
"1253,035bd3aeb4083093,""Homosexual marriage is totally gay ";;;;;;;;
"Well it is!  12.204.164.179"",1,0,0,0,0,0";;;;;;;;
1264,03687823a14a8454,Fuck you people. The information of that can be found here [],1,1,1,0,1,0;;;;;;;;
"1288,037f8fbe6e9cbe03,""GHE you're a fag. Learn it, know it!"",1,0,1,0,1,1";;;;;;;;
"1291,038327604e7dece8,""Just a thought. ";;;;;;;;
;;;;;;;;
Hey Jeremy,;;;;;;;;
"Why don't you wash your vagina? Why do you insist on letting it smell like a musty pile of tuna? I'm tired of smelling it babe when we make love. I do you doggy style and the smell just pierces my nostrils. I have to turn away it disgust me so much. Also, wipe your ass a little better. I'm getting shit on my dick, and tht's fucking gross, you cunt."",1,0,1,0,0,0";;;;;;;;
"1292,0384515afa407869,""""""";;;;;;;;
;;;;;;;;
"HEY!!!! What the HECK do you think """"""""Watch this page"""""""" means?! I didn't have anything with the recent vandalism and personel attacks on my account. Guess what? I am just here to freaking edit stuff in a good way. when you idiots screw it up by blaming me for something I didn't do, i get pissed! Now what the hell is going on here?!?!"""""",1,0,0,0,0,0";;;;;;;;
"1296,038947bbf889cb2a,""Fuck you both, I'm not interested in what either of you think. ,"",1,0,1,0,1,0";;;;;;;;
"1310,039281cfaf5a7462,""""""";;;;;;;;
;;;;;;;;
"Lol dumb arabs and their """"""""you cant show my god, heres a bomb because I have sand in my vagina!"""""""" fucking towelheads"""""",1,0,1,0,1,0";;;;;;;;
"1312,039296aa294ee10b,""SHUT UP, YOU FAT POOP, OR I WILL KICK YOUR ASS!!!"",1,1,1,1,1,1";;;;;;;;
"1341,03a749e7639fd6be,""I AM GAY";;;;;;;;
Love;;;;;;;;
  ;;;;;;;;
I AM GAY;;;;;;;;
Love;;;;;;;;
  ;;;;;;;;
I AM GAY;;;;;;;;
"Love"",1,0,0,0,0,0";;;;;;;;
1343,03a8dc2a34c1ab39,The only vandals are pathetic wiki administrators as encyclopediadramatica.com says right!,1,0,0,0,0,0;;;;;;;;
"1351,03aec26f9b6f9ba3,""""""";;;;;;;;
;;;;;;;;
 Stop. ;;;;;;;;
;;;;;;;;
"Stop redirecting the Teddygodzilla page to List of Code Lyoko episodes. Clearly, I'm in the middle of working on it. What you need is patience, man. And don't give me something like """"""""YOU HAD ENOUGH TIME"""""""". How do you know I haven't been busy? What If I had to evacuate Hurricane Ike? As a matter of fact, My laptop charger decided to get fried, and I have a very small amount of time on a computer now. So my advice to you is to show some patience, or you will find me being a major asshole towards you.   """""",0,0,0,0,1,0";;;;;;;;
1355,03b0141f824d81f2,Always good to have the ignorant and mentally defective getting together. Die soon,1,0,0,0,1,0;;;;;;;;
"1361,03b209cb784d7a36,""""""";;;;;;;;
;;;;;;;;
"No!  This is a GROUP EFFORT!  Wikipedia is a collaborative COMMUNITY and there are no school essays here.  The article needs to be more professional and adopt a better title besides the references.  This is all that needs to be done, so get off your high horse and accomplish what you want to see done.  If you have these goals, then put yourself to the test of solving this problem.  That's what I do whenever something perturbs me.  You're just looking for a fight about something you admittedly care nothing about.  How about I come by your house and criticise your gardens?  """"""""Why?"""""""" You say.  """"""""Because they are too fucking ugly and I don't like the way they  don't blend in with the neighbours' yards.  So tacky, but I'm only passing by and I've never been down this road before.""""""""   15:24, 25 Feb 2005 (UTC)"""""",1,0,1,0,0,0";;;;;;;;
"1373,03b97c9337d7d5fd,""KISS MY DICK ";;;;;;;;
;;;;;;;;
"...ALL 3 OF YOU"",1,0,1,0,0,0";;;;;;;;
"1393,03c207be67b02e60,""You Need To Stop. ";;;;;;;;
;;;;;;;;
What difference does it make if the episodes of ANY show have their own articles? You're acting like a major geek. Will WP collapse within itself if it's not perfect? I think the Joker said it best when he said:;;;;;;;;
;;;;;;;;
THE ONLY SENSIBLE WAY TO LIVE IN THIS WORLD IS WITHOUT RULES;;;;;;;;
;;;;;;;;
"And don't EVEN try to tell me that WP would be terrible without rules. You can have moderators to stop vandalism, JUST STOP FUCKING REDIRECTING. It's getting on my nerves, along with about 75% of WP users."",1,0,1,0,1,0";;;;;;;;
1411,03cd3bc6e0953f94,YOU ARE ONE SAD LITTLE INDIVIDUAL.,1,0,0,0,0,0;;;;;;;;
"1431,03d48eb600a1ae73,""""""";;;;;;;;
;;;;;;;;
 Camille Paglia: sex-positive feminist ;;;;;;;;
;;;;;;;;
Here are the supporting links you asked for, you stupid twit!;;;;;;;;
;;;;;;;;
http://www.lotl.com/content/paglia.htm;;;;;;;;
;;;;;;;;
http://www.reference.com/browse/wiki/Sex-positive_feminism;;;;;;;;
;;;;;;;;
If you are too lazy and full of yourself to read them in their entirety then I will just post the relevant sections here:;;;;;;;;
;;;;;;;;
"Camille Paglia: """"""""On the other hand I’ve been saying in public for five years ago, as someone who’s endorsed prostitutes and strippers and that whole extreme of sex-positive experience, that I’m concerned about the effect on young people – people growing up from 8, 10, 14 in a climate where it’s gone to the opposite direction. I’m already out there concerned about this so I’m really outraged to be stereotyped in that way by her because I am a career teacher and yes, when you have a situation where commercialised sex is being pushed without a true eroticism…I’ve been saying this for years, that we have got to a point of meaningless exhibitionism without real eroticism. I’m for eroticism."""""""" ";;;;;;;;
